,adult.smoking.value_2014,adult.smoking.value_2015,adult.smoking.value_2016,adult.smoking.value_2017,children.in.poverty.value_2017,diabetes.value_2014,diabetes.value_2015,diabetes.value_2016,diabetes.value_2017,drug.overdose.deaths.value_2016,drug.overdose.deaths.value_2017,drug.poisoning.deaths.value_2014,drug.poisoning.deaths.value_2015,excessive.drinking.value_2016,excessive.drinking.value_2017,firearm.fatalities.value_2017,frequent.mental.distress.value_2017,frequent.physical.distress.value_2017,injury.deaths.value_2014,injury.deaths.value_2015,injury.deaths.value_2016,injury.deaths.value_2017,mammography.screening.value_2014,mammography.screening.value_2015,median.household.income.value_2016,median.household.income.value_2017,motor.vehicle.crash.deaths.value_2014,motor.vehicle.crash.deaths.value_2015,motor.vehicle.crash.deaths.value_2016,motor.vehicle.crash.deaths.value_2017,physical.inactivity.value_2014,physical.inactivity.value_2015,physical.inactivity.value_2016,physical.inactivity.value_2017,poor.mental.health.days.value_2014,poor.mental.health.days.value_2015,poor.mental.health.days.value_2016,poor.mental.health.days.value_2017,poor.or.fair.health.value_2014,poor.or.fair.health.value_2015,poor.or.fair.health.value_2016,poor.physical.health.days.value_2014,poor.physical.health.days.value_2015,poor.physical.health.days.value_2016,poor.physical.health.days.value_2017,premature.age.adjusted.mortality.value_2014,premature.age.adjusted.mortality.value_2015,premature.age.adjusted.mortality.value_2016,premature.age.adjusted.mortality.value_2017,premature.death.value_2014,premature.death.value_2015,premature.death.value_2016,premature.death.value_2017,preventable.hospital.stays.value_2014,preventable.hospital.stays.value_2015,preventable.hospital.stays.value_2016,preventable.hospital.stays.value_2017,some.college.value_2014,some.college.value_2015,some.college.value_2016,some.college.value_2017,unemployment.value_2017
0,0.219,0.219,0.211,0.214,0.265,0.127,0.129,0.124,0.137,12.98,14.15,9.98,11.47,0.133,0.13,18.0,0.14,0.14,76.6,75.2,74.2,75.6,0.63,0.63,42917.0,44833.0,23.15,20.89,19.81,18.42,0.312,0.294,0.293,0.277,4.3,4.3,4.7,4.4,0.205,0.205,0.219,4.3,4.3,4.6,4.5,464.6,459.7,461.0,463.5,9609.0,9508.0,9545.0,9573.0,76.44,71.52,65.43,61.13,0.574,0.58,0.584,0.59,0.061
1,0.217,0.217,0.187,0.174,0.188,0.118,0.121,0.109,0.13,7.82,9.64,7.42,8.23,0.151,0.15,16.0,0.13,0.12,69.6,73.3,76.4,76.2,0.67,0.69,54366.0,56580.0,23.92,21.25,19.72,18.94,0.294,0.279,0.287,0.286,3.6,3.6,4.3,4.2,0.228,0.228,0.194,5.1,5.1,4.4,4.2,439.5,431.9,456.4,468.4,8376.0,8405.0,9215.0,9158.0,75.15,79.74,62.38,58.59,0.547,0.56,0.565,0.597,0.052
2,0.206,0.206,0.186,0.179,0.196,0.118,0.115,0.109,0.104,16.03,17.18,14.71,15.29,0.151,0.154,16.0,0.12,0.12,76.2,74.5,70.2,71.5,0.67,0.66,49626.0,52387.0,19.98,16.57,15.9,15.32,0.276,0.252,0.252,0.223,3.8,3.8,4.2,4.0,0.127,0.127,0.16,3.3,3.3,4.1,3.7,365.0,360.8,356.0,361.3,7770.0,7457.0,7455.0,7394.0,54.27,51.36,49.28,47.61,0.618,0.625,0.623,0.629,0.055
3,0.259,0.259,0.21,0.199,0.293,0.111,0.127,0.125,0.148,14.79,14.79,16.58,18.93,0.138,0.143,21.0,0.13,0.13,98.1,80.8,74.7,81.4,0.62,0.62,39546.0,40767.0,33.79,25.87,23.92,22.04,0.37,0.332,0.332,0.339,5.1,5.1,4.6,4.4,0.179,0.179,0.22,4.7,4.7,4.8,4.4,541.8,539.7,541.7,521.0,11544.0,10729.0,11008.0,11766.0,89.56,70.85,73.81,77.35,0.442,0.5,0.489,0.502,0.066
4,0.213,0.213,0.194,0.21,0.222,0.14,0.132,0.117,0.141,24.22,20.78,13.0,18.3,0.141,0.139,18.0,0.13,0.13,89.3,91.9,88.5,96.6,0.63,0.6,45567.0,50487.0,28.3,25.57,24.67,20.82,0.35,0.298,0.285,0.28,3.9,3.9,4.5,4.5,0.242,0.242,0.207,5.9,5.9,4.6,4.5,426.2,430.5,430.3,445.4,8506.0,8669.0,8656.0,9333.0,90.97,84.79,62.87,63.02,0.463,0.492,0.491,0.512,0.054
5,0.305,0.305,0.184287377451,0.178976716418,0.223788059701,0.16,0.161,0.106286151961,0.110588656716,17.1416605392,18.0768537313,7.53,8.94,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,70.8,82.9,73.10625,76.4804776119,0.58,0.6,,,28.73,21.32,16.2010729614,15.3734369396,0.369,0.373,0.262983455882,0.251965970149,3.5,3.5,3.79540441176,3.88,0.199,0.199,0.167535539216,3.9,3.9,3.85306372549,3.95426865672,553.0,528.1,384.387438725,391.008661888,11006.0,10357.0,,,128.3,116.92,60.6736134969,56.7150089659,0.462,0.444,0.582615196078,0.586505074627,0.0567134328358
6,0.244,0.244,0.238,0.203,0.307,0.139,0.132,0.126,0.149,9.43,13.21,11.18,12.06,0.129,0.147,21.0,0.14,0.14,78.4,77.9,72.7,77.0,0.55,0.57,41123.0,42091.0,22.73,17.54,17.39,15.48,0.333,0.332,0.336,0.313,5.1,5.1,4.9,4.7,0.227,0.227,0.223,5.2,5.2,4.9,4.9,532.3,527.2,520.7,550.4,11097.0,10539.0,10352.0,10717.0,91.53,84.63,77.25,71.0,0.508,0.513,0.537,0.54,0.07
7,0.241,0.241,0.184287377451,0.178976716418,0.223788059701,0.15,0.157,0.106286151961,0.110588656716,17.1416605392,18.0768537313,9.44,9.96,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,77.5,78.3,73.10625,76.4804776119,0.66,0.62,,,27.08,28.22,16.2010729614,15.3734369396,0.387,0.353,0.262983455882,0.251965970149,4.3,4.3,3.79540441176,3.88,0.385,0.385,0.167535539216,5.0,5.0,3.85306372549,3.95426865672,531.1,567.2,384.387438725,391.008661888,10368.0,11864.0,,,88.79,66.66,60.6736134969,56.7150089659,0.471,0.477,0.582615196078,0.586505074627,0.0567134328358
8,0.244,0.244,0.198,0.184,0.302,0.136,0.137,0.125,0.133,19.17,14.08,12.89,16.61,0.133,0.131,21.0,0.14,0.13,80.9,82.6,90.7,105.2,0.6,0.61,38013.0,39144.0,25.78,24.37,25.92,28.02,0.342,0.298,0.31,0.335,5.2,5.2,4.7,4.5,0.242,0.242,0.198,6.1,6.1,4.6,4.5,466.5,499.1,528.2,522.7,9409.0,10513.0,12007.0,12534.0,100.16,87.44,81.36,78.66,0.535,0.535,0.544,0.526,0.054
9,0.201,0.201,0.212,0.201,0.281,0.125,0.132,0.118,0.133,12.15,15.17,18.39,18.79,0.14,0.142,17.0,0.14,0.14,99.3,83.9,86.4,90.2,0.61,0.67,41450.0,42767.0,36.11,30.34,26.57,23.15,0.315,0.318,0.32,0.304,4.9,4.9,4.6,4.5,0.205,0.205,0.208,4.6,4.6,4.6,4.7,521.7,530.5,534.1,532.2,10330.0,10911.0,10790.0,10678.0,79.7,62.6,73.79,52.45,0.433,0.389,0.394,0.402,0.057
10,0.189,0.189,0.184287377451,0.183,0.277,0.133,0.128,0.106286151961,0.126,17.1416605392,24.39,9.73,10.6,0.167385416667,0.146,25.0,0.13,0.12,85.0,82.0,73.10625,88.3,0.49,0.46,,42136.0,24.32,19.27,16.2010729614,23.89,0.347,0.341,0.262983455882,0.301,5.2,5.2,3.79540441176,4.3,0.2,0.2,0.167535539216,5.9,5.9,3.85306372549,4.1,531.6,523.9,384.387438725,587.9,10738.0,10438.0,,11803.0,96.4,81.84,60.6736134969,72.14,0.471,0.486,0.582615196078,0.48,0.06
11,0.177,0.177,0.193,0.186,0.237,0.126,0.13,0.123,0.159,7.84,7.84,6.02,6.12,0.134,0.139,13.0,0.13,0.13,67.9,60.1,55.5,56.5,0.67,0.65,46931.0,46858.0,23.78,21.26,18.1,14.96,0.306,0.297,0.294,0.287,3.6,3.6,4.6,4.2,0.184,0.184,0.208,3.5,3.5,4.8,4.3,398.2,398.4,381.8,386.8,8403.0,8015.0,7296.0,7630.0,94.5,75.07,59.09,60.04,0.594,0.601,0.595,0.608,0.059
12,0.296,0.296,0.184287377451,0.204,0.269,0.137,0.149,0.106286151961,0.187,17.1416605392,7.34,4.46,4.98,0.167385416667,0.131,15.0,0.14,0.14,77.1,70.9,73.10625,69.4,0.64,0.67,,41171.0,20.74,19.94,16.2010729614,20.46,0.307,0.319,0.262983455882,0.314,4.8,4.8,3.79540441176,4.4,0.259,0.259,0.167535539216,4.4,4.4,3.85306372549,4.5,493.2,493.3,384.387438725,519.0,10591.0,10657.0,,10253.0,78.01,78.75,60.6736134969,72.48,0.564,0.564,0.582615196078,0.566,0.079
13,0.229,0.21522557122,0.184287377451,0.178976716418,0.223788059701,0.177,0.109341247672,0.106286151961,0.110588656716,17.1416605392,18.0768537313,10.66,14.1665968343,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,116.5,74.629981378,73.10625,76.4804776119,0.58,0.613446828358,,,47.98,18.4459531616,16.2010729614,15.3734369396,0.373,0.265077281192,0.262983455882,0.251965970149,5.2,3.71510755378,3.79540441176,3.88,0.183,0.176679006332,0.167535539216,4.4,3.97014423077,3.85306372549,3.95426865672,572.9,390.246741155,384.387438725,391.008661888,12942.0,,,,169.21,69.110564629,60.6736134969,56.7150089659,0.406,0.562438547486,0.582615196078,0.586505074627,0.0567134328358
14,0.287,0.287,0.184287377451,0.186,0.341,0.137,0.138,0.106286151961,0.147,17.1416605392,9.68,4.96,4.92,0.167385416667,0.13,10.0,0.14,0.14,83.0,70.9,73.10625,66.4,0.63,0.65,,36355.0,30.53,23.86,16.2010729614,20.0,0.385,0.375,0.262983455882,0.33,5.2,5.2,3.79540441176,4.4,0.25,0.25,0.167535539216,4.2,4.2,3.85306372549,4.6,473.9,469.3,384.387438725,507.5,9830.0,9667.0,,9918.0,124.13,114.84,60.6736134969,98.66,0.492,0.517,0.582615196078,0.522,0.071
15,0.22,0.22,0.201,0.18,0.247,0.13,0.134,0.115,0.144,23.91,25.4,7.19,9.81,0.143,0.134,14.0,0.14,0.13,79.6,74.6,73.3,84.2,0.67,0.66,39922.0,39290.0,32.53,26.04,23.47,22.09,0.315,0.308,0.284,0.257,4.4,4.4,4.7,4.4,0.214,0.214,0.198,3.9,3.9,4.5,4.5,467.0,452.2,463.0,484.7,9060.0,8967.0,9491.0,9937.0,73.02,57.04,56.61,51.47,0.535,0.557,0.572,0.546,0.053
16,0.212,0.212,0.202,0.191,0.29,0.139,0.145,0.12,0.141,10.68,12.09,8.36,8.02,0.137,0.146,14.0,0.14,0.14,68.0,61.1,65.5,61.3,0.64,0.66,41940.0,45294.0,21.34,20.06,18.58,16.59,0.311,0.305,0.278,0.269,3.9,3.9,4.6,4.7,0.212,0.212,0.211,4.9,4.9,4.5,4.6,453.1,440.6,438.9,436.0,8912.0,8571.0,8368.0,8086.0,70.52,63.98,50.08,60.07,0.628,0.618,0.618,0.612,0.064
17,0.206,0.206,0.254,0.227,0.501,0.151,0.164,0.19,0.19,7.9,8.01,4.85,5.22,0.097,0.101,30.0,0.17,0.18,80.8,80.7,81.1,87.2,0.62,0.63,26602.0,29682.0,26.81,27.4,24.98,25.45,0.345,0.332,0.342,0.307,3.6,3.6,5.4,5.0,0.252,0.252,0.3,3.9,3.9,6.0,5.5,585.4,598.5,599.1,606.7,12899.0,12349.0,12135.0,12928.0,86.59,69.59,72.55,60.65,0.434,0.443,0.429,0.473,0.096
18,0.18,0.18,0.192,0.216,0.289,0.129,0.136,0.115,0.134,19.7,21.11,11.75,15.83,0.127,0.133,15.0,0.15,0.15,78.3,88.0,91.7,89.4,0.54,0.56,36241.0,37305.0,25.35,20.5,21.01,19.69,0.313,0.294,0.324,0.304,4.9,4.9,4.7,4.7,0.204,0.204,0.228,4.7,4.7,4.8,5.0,475.2,468.7,481.0,488.7,9153.0,9413.0,9813.0,9642.0,92.38,87.22,76.91,63.79,0.39,0.399,0.43,0.416,0.06
19,0.214,0.214,0.193,0.185,0.199,0.123,0.133,0.105,0.134,6.19,6.57,5.45,6.74,0.15,0.166,16.0,0.13,0.12,78.1,71.1,71.8,69.0,0.66,0.66,54298.0,53548.0,25.94,20.96,19.3,22.42,0.309,0.305,0.297,0.29,4.4,4.4,4.3,4.3,0.167,0.167,0.182,4.4,4.4,4.2,3.9,432.5,406.2,408.0,431.5,8604.0,8198.0,8064.0,8894.0,81.07,70.3,69.08,61.73,0.565,0.559,0.547,0.533,0.051
20,0.209,0.209,0.227,0.211,0.32,0.132,0.134,0.154,0.178,30.78,30.84,20.35,26.31,0.125,0.121,16.0,0.15,0.16,104.2,103.4,106.5,103.4,0.61,0.6,37077.0,36840.0,37.31,28.19,25.15,23.67,0.387,0.374,0.334,0.319,4.7,4.7,5.0,4.8,0.281,0.281,0.265,5.2,5.2,5.2,5.2,497.3,542.5,551.9,545.6,10538.0,11112.0,10954.0,10392.0,117.36,117.39,94.08,104.8,0.458,0.447,0.403,0.396,0.07
21,0.26,0.26,0.223,0.192,0.307,0.141,0.149,0.13,0.168,14.75,19.64,12.25,12.62,0.129,0.124,15.0,0.14,0.14,78.2,73.8,73.7,74.2,0.56,0.58,39904.0,42145.0,21.2,19.34,17.14,15.66,0.338,0.322,0.325,0.333,5.0,5.0,5.1,4.5,0.227,0.227,0.228,5.2,5.2,5.0,4.5,553.8,538.1,546.4,544.5,11524.0,11057.0,11392.0,11439.0,92.72,88.46,82.32,77.32,0.55,0.535,0.522,0.531,0.061
22,0.141,0.141,0.184287377451,0.178976716418,0.223788059701,0.158,0.176,0.106286151961,0.110588656716,17.1416605392,18.0768537313,10.53,17.28,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,114.4,113.6,73.10625,76.4804776119,0.61,0.61,,,42.13,37.02,16.2010729614,15.3734369396,0.321,0.306,0.262983455882,0.251965970149,5.2,5.2,3.79540441176,3.88,0.318,0.318,0.167535539216,5.6,5.6,3.85306372549,3.95426865672,542.8,562.1,384.387438725,391.008661888,11965.0,11627.0,,,100.79,99.11,60.6736134969,56.7150089659,0.389,0.378,0.582615196078,0.586505074627,0.0567134328358
23,0.245,0.245,0.197,0.202,0.324,0.142,0.128,0.123,0.139,24.24,23.2,14.18,17.68,0.126,0.13,20.0,0.14,0.15,92.4,114.3,118.0,121.8,0.53,0.55,33881.0,38535.0,29.73,27.21,24.89,20.74,0.374,0.334,0.348,0.345,4.4,4.4,4.8,4.7,0.24,0.24,0.232,5.0,5.0,5.1,4.7,546.5,575.1,575.9,552.3,10556.0,11761.0,12179.0,11550.0,111.12,114.82,96.62,94.71,0.452,0.447,0.425,0.403,0.064
24,0.325,0.325,0.184287377451,0.178976716418,0.223788059701,0.136,0.134,0.106286151961,0.110588656716,17.1416605392,18.0768537313,5.42,6.97,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,88.9,83.0,73.10625,76.4804776119,0.59,0.62,,,32.53,26.82,16.2010729614,15.3734369396,0.345,0.313,0.262983455882,0.251965970149,3.4,3.4,3.79540441176,3.88,0.283,0.283,0.167535539216,4.3,4.3,3.85306372549,3.95426865672,459.2,480.2,384.387438725,391.008661888,9114.0,9086.0,,,103.45,87.5,60.6736134969,56.7150089659,0.505,0.48,0.582615196078,0.586505074627,0.0567134328358
25,0.214911927529,0.17,0.184287377451,0.178976716418,0.223788059701,0.106743341404,0.147,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.9719322034,9.13,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,83.4,73.10625,76.4804776119,0.614020368574,0.53,,,19.8323091881,21.59,16.2010729614,15.3734369396,0.272426634383,0.298,0.262983455882,0.251965970149,3.72670807453,3.5,3.79540441176,3.88,0.176672213817,0.184,0.167535539216,3.97711864407,4.0,3.85306372549,3.95426865672,393.981646489,488.4,384.387438725,391.008661888,,10462.0,,,75.3285714286,53.11,60.6736134969,56.7150089659,0.557682324455,0.601,0.582615196078,0.586505074627,0.0567134328358
26,0.184,0.184,0.194,0.198,0.295,0.13,0.135,0.129,0.137,13.81,14.74,8.51,10.99,0.135,0.131,15.0,0.14,0.13,65.1,64.5,64.5,69.9,0.64,0.63,40124.0,43568.0,17.17,17.7,16.23,15.84,0.331,0.301,0.305,0.264,4.3,4.3,4.5,4.5,0.207,0.207,0.211,4.5,4.5,4.7,4.3,414.9,404.1,422.8,420.8,8370.0,8128.0,8733.0,8558.0,58.83,60.65,54.71,52.08,0.537,0.553,0.557,0.572,0.062
27,0.221,0.221,0.202,0.185,0.269,0.134,0.148,0.125,0.149,14.5,8.86,9.36,11.52,0.134,0.131,20.0,0.14,0.14,93.6,89.3,93.6,92.7,0.52,0.52,36923.0,40201.0,34.5,31.07,30.04,29.65,0.323,0.329,0.32,0.309,5.3,5.3,4.7,4.5,0.28,0.28,0.207,5.8,5.8,4.9,4.3,524.6,533.1,544.1,542.9,11018.0,11273.0,11745.0,11929.0,106.94,102.39,103.18,77.05,0.464,0.448,0.437,0.438,0.066
28,0.212,0.212,0.168,0.194,0.262,0.117,0.125,0.125,0.13,17.32,21.96,10.45,11.56,0.145,0.141,21.0,0.13,0.12,79.3,78.1,76.4,82.4,0.66,0.65,44852.0,48415.0,18.13,17.33,16.78,15.88,0.299,0.277,0.283,0.262,3.9,3.9,4.5,4.0,0.178,0.178,0.191,3.7,3.7,4.5,3.7,495.7,480.6,481.3,485.1,10485.0,10235.0,10309.0,10306.0,55.54,52.38,47.29,41.53,0.658,0.665,0.664,0.672,0.058
29,0.261,0.261,0.184287377451,0.178976716418,0.223788059701,0.138,0.15,0.106286151961,0.110588656716,17.1416605392,18.0768537313,9.63,10.75,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,82.7,88.1,73.10625,76.4804776119,0.6,0.56,,,28.89,27.36,16.2010729614,15.3734369396,0.373,0.355,0.262983455882,0.251965970149,6.0,6.0,3.79540441176,3.88,0.285,0.285,0.167535539216,7.1,7.1,3.85306372549,3.95426865672,521.4,501.9,384.387438725,391.008661888,10051.0,8782.0,,,95.95,104.29,60.6736134969,56.7150089659,0.461,0.469,0.582615196078,0.586505074627,0.0567134328358
30,0.177,0.177,0.189,0.182,0.239,0.125,0.123,0.116,0.142,5.75,5.75,10.05,11.95,0.136,0.143,12.0,0.14,0.13,73.2,70.0,67.1,67.7,0.65,0.66,41324.0,43008.0,18.06,17.54,16.86,16.18,0.326,0.295,0.296,0.283,3.6,3.6,4.6,4.5,0.192,0.192,0.192,4.6,4.6,4.5,4.2,421.9,441.4,436.6,422.7,8601.0,9141.0,8870.0,8773.0,69.97,68.88,61.34,63.84,0.58,0.576,0.592,0.586,0.069
31,0.278,0.278,0.203,0.203,0.264,0.141,0.155,0.124,0.156,9.91,10.98,14.17,15.89,0.138,0.134,17.0,0.14,0.14,101.1,111.2,110.5,104.7,0.6,0.57,41574.0,41771.0,32.93,27.18,26.39,30.41,0.348,0.361,0.349,0.359,5.5,5.5,4.6,4.6,0.235,0.235,0.198,4.6,4.6,4.7,4.5,520.3,510.0,511.7,542.2,10855.0,11348.0,11488.0,10665.0,94.55,88.99,72.93,74.07,0.497,0.497,0.514,0.506,0.077
32,0.183,0.183,0.203,0.192,0.207,0.098,0.097,0.096,0.095,7.07,8.44,5.2,6.01,0.162,0.159,14.0,0.14,0.14,46.7,46.3,45.9,48.7,0.63,0.64,41256.0,46442.0,15.39,13.36,12.87,11.92,0.264,0.241,0.232,0.229,5.2,5.2,4.5,4.4,0.175,0.175,0.217,3.7,3.7,4.5,4.5,381.0,357.5,385.4,422.8,7014.0,6771.0,7146.0,7956.0,53.99,47.7,46.78,42.3,0.654,0.669,0.681,0.704,0.051
33,0.219,0.219,0.186,0.18,0.188,0.107,0.117,0.108,0.126,4.49,4.42,9.93,11.84,0.146,0.142,13.0,0.12,0.12,64.7,65.1,62.0,59.4,0.65,0.65,51175.0,55060.0,24.18,20.86,19.45,18.74,0.303,0.31,0.316,0.306,3.1,3.1,4.4,4.1,0.207,0.207,0.19,3.6,3.6,4.4,4.0,374.0,396.3,386.0,365.9,7448.0,8038.0,7702.0,7195.0,72.04,73.72,72.08,64.28,0.552,0.543,0.551,0.55,0.055
34,0.183,0.183,0.202,0.169,0.191,0.117,0.11,0.106,0.115,7.11,8.28,6.47,7.36,0.135,0.136,14.0,0.12,0.12,55.8,56.5,58.0,55.3,0.67,0.67,58833.0,59117.0,16.82,15.1,13.7,11.92,0.263,0.246,0.246,0.227,3.5,3.5,4.3,3.8,0.141,0.141,0.184,3.4,3.4,4.2,3.8,372.0,367.5,360.2,361.0,7760.0,7579.0,7458.0,7532.0,57.57,52.8,50.42,47.3,0.703,0.71,0.715,0.726,0.055
35,0.269,0.21522557122,0.184287377451,0.178976716418,0.223788059701,0.129,0.109341247672,0.106286151961,0.110588656716,17.1416605392,18.0768537313,4.65,14.1665968343,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,98.1,74.629981378,73.10625,76.4804776119,0.55,0.613446828358,,,32.1,18.4459531616,16.2010729614,15.3734369396,0.423,0.265077281192,0.262983455882,0.251965970149,4.3,3.71510755378,3.79540441176,3.88,0.237,0.176679006332,0.167535539216,4.6,3.97014423077,3.85306372549,3.95426865672,502.9,390.246741155,384.387438725,391.008661888,10664.0,,,,120.52,69.110564629,60.6736134969,56.7150089659,0.474,0.562438547486,0.582615196078,0.586505074627,0.0567134328358
36,0.277,0.277,0.204,0.19,0.327,0.136,0.138,0.115,0.128,17.95,21.47,8.15,9.64,0.138,0.141,15.0,0.14,0.14,74.2,72.4,72.5,80.5,0.6,0.58,36536.0,40599.0,27.49,25.19,25.71,21.87,0.351,0.32,0.316,0.287,4.8,4.8,4.8,4.6,0.212,0.212,0.22,4.8,4.8,4.9,4.7,509.4,510.0,517.4,514.9,10232.0,10388.0,10703.0,10993.0,85.78,77.19,82.84,70.89,0.447,0.454,0.474,0.474,0.058
37,0.238,0.238,0.205,0.216,0.269,0.121,0.129,0.136,0.156,14.4,15.19,11.62,13.03,0.146,0.154,21.0,0.14,0.14,84.6,80.3,78.3,79.3,0.61,0.61,42943.0,42530.0,23.45,21.61,20.27,17.75,0.307,0.289,0.296,0.28,4.8,4.8,5.0,4.5,0.226,0.226,0.236,4.5,4.5,4.9,4.5,490.0,482.7,490.3,487.2,10188.0,10201.0,10302.0,10198.0,73.83,66.47,63.8,63.01,0.567,0.575,0.582,0.594,0.07
38,0.207,0.207,0.184287377451,0.178976716418,0.223788059701,0.139,0.16,0.106286151961,0.110588656716,17.1416605392,18.0768537313,6.7,7.4,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,88.2,81.7,73.10625,76.4804776119,0.65,0.64,,,40.2,35.17,16.2010729614,15.3734369396,0.346,0.339,0.262983455882,0.251965970149,5.0,5.0,3.79540441176,3.88,0.257,0.257,0.167535539216,5.0,5.0,3.85306372549,3.95426865672,502.8,512.3,384.387438725,391.008661888,10722.0,11068.0,,,85.53,74.6,60.6736134969,56.7150089659,0.407,0.416,0.582615196078,0.586505074627,0.0567134328358
39,0.192,0.192,0.197,0.209,0.338,0.143,0.14,0.135,0.135,6.74,6.48,5.04,5.56,0.134,0.126,24.0,0.14,0.15,58.7,56.5,58.9,64.6,0.67,0.66,43054.0,42666.0,14.94,13.36,12.99,12.26,0.293,0.281,0.28,0.265,3.8,3.8,4.7,4.5,0.21,0.21,0.237,4.0,4.0,4.9,4.8,437.8,420.6,431.1,464.3,9321.0,9032.0,9166.0,9717.0,55.5,54.82,46.87,44.88,0.613,0.614,0.613,0.613,0.062
40,0.239,0.239,0.185,0.185,0.24,0.119,0.127,0.114,0.126,13.9,15.6,15.83,17.14,0.136,0.134,15.0,0.13,0.13,76.4,77.0,74.3,72.6,0.66,0.64,45082.0,47234.0,23.07,21.01,19.22,16.23,0.301,0.288,0.305,0.286,4.0,4.0,4.5,4.4,0.149,0.149,0.19,4.5,4.5,4.5,4.1,440.1,449.3,445.2,439.9,8920.0,9346.0,9466.0,9424.0,82.11,72.86,63.33,65.65,0.539,0.532,0.523,0.538,0.058
41,0.181,0.181,0.184287377451,0.178976716418,0.223788059701,0.157,0.163,0.106286151961,0.110588656716,17.1416605392,18.0768537313,8.56,9.39,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,75.3,83.4,73.10625,76.4804776119,0.64,0.63,,,31.38,27.46,16.2010729614,15.3734369396,0.347,0.317,0.262983455882,0.251965970149,3.3,3.3,3.79540441176,3.88,0.26,0.26,0.167535539216,5.2,5.2,3.85306372549,3.95426865672,502.0,488.9,384.387438725,391.008661888,11568.0,10335.0,,,109.97,81.45,60.6736134969,56.7150089659,0.435,0.493,0.582615196078,0.586505074627,0.0567134328358
42,0.183,0.183,0.184287377451,0.178976716418,0.223788059701,0.146,0.149,0.106286151961,0.110588656716,17.1416605392,18.0768537313,7.21,7.94,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.4,73.9,73.10625,76.4804776119,0.66,0.71,,,27.92,24.69,16.2010729614,15.3734369396,0.326,0.294,0.262983455882,0.251965970149,3.8,3.8,3.79540441176,3.88,0.238,0.238,0.167535539216,4.7,4.7,3.85306372549,3.95426865672,504.6,495.1,384.387438725,391.008661888,10834.0,10818.0,,,75.54,66.06,60.6736134969,56.7150089659,0.574,0.556,0.582615196078,0.586505074627,0.0567134328358
43,0.281,0.281,0.184287377451,0.178976716418,0.223788059701,0.148,0.149,0.106286151961,0.110588656716,17.1416605392,18.0768537313,10.67,11.28,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,100.8,92.0,73.10625,76.4804776119,0.55,0.5,,,34.53,29.46,16.2010729614,15.3734369396,0.349,0.338,0.262983455882,0.251965970149,4.8,4.8,3.79540441176,3.88,0.223,0.223,0.167535539216,4.0,4.0,3.85306372549,3.95426865672,511.2,486.8,384.387438725,391.008661888,11073.0,10542.0,,,84.74,67.82,60.6736134969,56.7150089659,0.406,0.433,0.582615196078,0.586505074627,0.0567134328358
44,0.239,0.239,0.212,0.22,0.363,0.132,0.14,0.129,0.129,9.6,10.62,11.47,13.5,0.131,0.136,20.0,0.14,0.14,88.3,89.2,79.0,76.6,0.55,0.54,35585.0,36124.0,27.99,28.07,25.03,24.98,0.352,0.326,0.311,0.307,5.0,5.0,4.9,4.7,0.213,0.213,0.251,5.0,5.0,5.1,4.6,597.3,557.9,497.0,456.6,12305.0,11483.0,9846.0,8908.0,59.24,57.09,42.53,44.89,0.561,0.593,0.609,0.633,0.06
45,0.272,0.272,0.198,0.18,0.175,0.135,0.123,0.107,0.128,25.56,29.22,12.82,14.84,0.144,0.144,17.0,0.13,0.12,79.4,89.6,89.2,92.6,0.6,0.6,50571.0,53558.0,24.35,26.89,25.38,22.47,0.34,0.291,0.286,0.268,4.0,4.0,4.3,4.3,0.193,0.193,0.204,4.2,4.2,4.3,4.1,460.2,457.6,470.5,478.9,9241.0,9641.0,10064.0,10242.0,88.14,91.21,83.33,75.45,0.512,0.531,0.524,0.531,0.052
46,0.18,0.18,0.155,0.14,0.102,0.089,0.085,0.091,0.087,17.65,17.92,12.85,16.07,0.17,0.147,12.0,0.11,0.1,64.6,62.8,60.2,60.3,0.7,0.68,69432.0,70879.0,15.59,13.76,12.84,11.24,0.245,0.222,0.236,0.224,3.6,3.6,3.8,3.7,0.123,0.123,0.138,3.3,3.3,3.6,3.4,308.2,318.9,318.1,296.1,6212.0,6415.0,6400.0,6167.0,55.38,53.32,51.01,46.77,0.745,0.744,0.74,0.74,0.042
