,adult.smoking.value_2014,adult.smoking.value_2015,adult.smoking.value_2016,adult.smoking.value_2017,children.in.poverty.value_2017,diabetes.value_2014,diabetes.value_2015,diabetes.value_2016,diabetes.value_2017,drug.overdose.deaths.value_2016,drug.overdose.deaths.value_2017,drug.poisoning.deaths.value_2014,drug.poisoning.deaths.value_2015,excessive.drinking.value_2016,excessive.drinking.value_2017,firearm.fatalities.value_2017,frequent.mental.distress.value_2017,frequent.physical.distress.value_2017,injury.deaths.value_2014,injury.deaths.value_2015,injury.deaths.value_2016,injury.deaths.value_2017,mammography.screening.value_2014,mammography.screening.value_2015,median.household.income.value_2016,median.household.income.value_2017,motor.vehicle.crash.deaths.value_2014,motor.vehicle.crash.deaths.value_2015,motor.vehicle.crash.deaths.value_2016,motor.vehicle.crash.deaths.value_2017,physical.inactivity.value_2014,physical.inactivity.value_2015,physical.inactivity.value_2016,physical.inactivity.value_2017,poor.mental.health.days.value_2014,poor.mental.health.days.value_2015,poor.mental.health.days.value_2016,poor.mental.health.days.value_2017,poor.or.fair.health.value_2014,poor.or.fair.health.value_2015,poor.or.fair.health.value_2016,poor.physical.health.days.value_2014,poor.physical.health.days.value_2015,poor.physical.health.days.value_2016,poor.physical.health.days.value_2017,premature.age.adjusted.mortality.value_2014,premature.age.adjusted.mortality.value_2015,premature.age.adjusted.mortality.value_2016,premature.age.adjusted.mortality.value_2017,premature.death.value_2014,premature.death.value_2015,premature.death.value_2016,premature.death.value_2017,preventable.hospital.stays.value_2014,preventable.hospital.stays.value_2015,preventable.hospital.stays.value_2016,preventable.hospital.stays.value_2017,some.college.value_2014,some.college.value_2015,some.college.value_2016,some.college.value_2017,unemployment.value_2017
1138,0.352,0.352,0.184287377451,0.178976716418,0.223788059701,0.128,0.128,0.106286151961,0.110588656716,17.1416605392,18.0768537313,17.23,20.31,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,142.0,132.6,73.10625,76.4804776119,0.36,0.36,,,46.31,40.63,16.2010729614,15.3734369396,0.303,0.305,0.262983455882,0.251965970149,4.6,4.6,3.79540441176,3.88,0.196,0.196,0.167535539216,4.6,4.6,3.85306372549,3.95426865672,589.1,668.6,384.387438725,391.008661888,13394.0,14667.0,,,119.34,89.17,60.6736134969,56.7150089659,0.512,0.537,0.582615196078,0.586505074627,0.0567134328358
1139,0.302,0.302,0.184287377451,0.178976716418,0.223788059701,0.082,0.094,0.106286151961,0.110588656716,17.1416605392,18.0768537313,20.57,22.17,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,112.5,92.9,73.10625,76.4804776119,0.55,0.64,,,26.83,26.61,16.2010729614,15.3734369396,0.297,0.284,0.262983455882,0.251965970149,3.7,3.7,3.79540441176,3.88,0.171,0.171,0.167535539216,3.8,3.8,3.85306372549,3.95426865672,400.5,372.2,384.387438725,391.008661888,9406.0,8001.0,,,59.14,60.59,60.6736134969,56.7150089659,0.652,0.674,0.582615196078,0.586505074627,0.0567134328358
1140,0.214911927529,0.17,0.184287377451,0.178976716418,0.223788059701,0.106743341404,0.075,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.9719322034,12.72,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,88.1,73.10625,76.4804776119,0.614020368574,0.66,,,19.8323091881,30.54,16.2010729614,15.3734369396,0.272426634383,0.205,0.262983455882,0.251965970149,3.72670807453,3.0,3.79540441176,3.88,0.176672213817,0.113,0.167535539216,3.97711864407,3.8,3.85306372549,3.95426865672,393.981646489,301.8,384.387438725,391.008661888,,6636.0,,,75.3285714286,28.44,60.6736134969,56.7150089659,0.557682324455,0.748,0.582615196078,0.586505074627,0.0567134328358
1141,0.23,0.23,0.204,0.192,0.292,0.091,0.097,0.117,0.108,19.52,25.12,19.18,15.97,0.173,0.179,28.0,0.13,0.13,121.4,102.2,99.7,112.7,0.67,0.67,38221.0,39383.0,36.85,29.94,26.85,23.65,0.238,0.232,0.24,0.231,4.0,4.0,3.8,4.0,0.152,0.152,0.17,4.0,4.0,4.3,4.1,365.1,344.3,356.6,395.1,8685.0,8341.0,8488.0,8203.0,50.41,46.58,48.22,41.87,0.595,0.589,0.585,0.582,0.049
1142,0.173,0.173,0.158,0.156,0.151,0.067,0.064,0.08,0.077,6.12,10.63,10.6,12.81,0.198,0.204,15.0,0.1,0.1,79.9,86.4,79.5,85.7,0.69,0.69,53572.0,56755.0,17.43,16.93,15.8,14.57,0.198,0.187,0.184,0.178,3.0,3.0,3.1,3.3,0.129,0.129,0.12,3.2,3.2,3.5,3.3,341.7,316.5,312.8,303.9,6955.0,6405.0,6234.0,5950.0,46.13,40.12,43.1,39.07,0.768,0.76,0.747,0.753,0.033
1143,0.207,0.207,0.184287377451,0.178976716418,0.223788059701,0.095,0.108,0.106286151961,0.110588656716,17.1416605392,18.0768537313,16.21,12.44,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,116.9,111.3,73.10625,76.4804776119,0.61,0.59,,,26.52,25.62,16.2010729614,15.3734369396,0.229,0.227,0.262983455882,0.251965970149,3.8,3.8,3.79540441176,3.88,0.178,0.178,0.167535539216,4.2,4.2,3.85306372549,3.95426865672,391.3,383.3,384.387438725,391.008661888,8462.0,8530.0,,,48.27,45.42,60.6736134969,56.7150089659,0.516,0.532,0.582615196078,0.586505074627,0.0567134328358
1144,0.173,0.173,0.166,0.185,0.168,0.048,0.046,0.071,0.052,14.9,13.88,16.63,16.24,0.238,0.243,18.0,0.11,0.1,70.9,79.4,78.6,79.5,0.7,0.72,44716.0,44998.0,14.47,14.0,14.78,13.89,0.169,0.17,0.17,0.154,3.5,3.5,3.3,3.4,0.114,0.114,0.134,3.4,3.4,3.5,3.5,309.4,298.1,285.2,291.1,6089.0,5883.0,5862.0,5617.0,35.51,38.16,32.72,30.2,0.761,0.772,0.781,0.786,0.039
1145,0.136,0.136,0.151,0.158,0.169,0.063,0.066,0.091,0.076,25.46,21.04,15.46,19.12,0.197,0.196,27.0,0.1,0.09,96.5,97.1,89.6,110.7,0.52,0.58,42942.0,45642.0,24.56,20.03,18.21,20.01,0.191,0.195,0.193,0.2,3.1,3.1,3.1,3.2,0.188,0.188,0.115,3.9,3.9,3.3,3.1,301.2,307.4,305.0,335.7,6237.0,7594.0,7511.0,7612.0,51.31,43.67,50.92,37.07,0.617,0.62,0.666,0.669,0.048
1146,0.214911927529,0.225,0.184287377451,0.178976716418,0.223788059701,0.106743341404,0.08,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.9719322034,22.2,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,101.9,73.10625,76.4804776119,0.614020368574,0.59,,,19.8323091881,18.4459531616,16.2010729614,15.3734369396,0.272426634383,0.244,0.262983455882,0.251965970149,3.72670807453,3.8,3.79540441176,3.88,0.176672213817,0.19,0.167535539216,3.97711864407,3.5,3.85306372549,3.95426865672,393.981646489,404.0,384.387438725,391.008661888,,8470.0,,,75.3285714286,42.87,60.6736134969,56.7150089659,0.557682324455,0.522,0.582615196078,0.586505074627,0.0567134328358
1147,0.193,0.193,0.184287377451,0.159,0.229,0.067,0.072,0.106286151961,0.089,17.1416605392,9.74,11.52,11.74,0.167385416667,0.177,20.0,0.11,0.11,90.0,91.3,73.10625,85.7,0.65,0.63,,48468.0,21.24,19.57,16.2010729614,17.58,0.192,0.183,0.262983455882,0.2,3.1,3.1,3.79540441176,3.4,0.144,0.144,0.167535539216,3.7,3.7,3.85306372549,3.9,318.6,277.6,384.387438725,302.6,7085.0,5877.0,,6463.0,40.99,40.78,60.6736134969,33.32,0.56,0.572,0.582615196078,0.6,0.052
1148,0.214911927529,0.21522557122,0.293,0.301,0.327,0.106743341404,0.109341247672,0.12,0.128,29.95,32.42,12.9719322034,14.1665968343,0.199,0.224,13.0742331288,0.15,0.16,73.9515254237,74.629981378,166.9,171.5,0.614020368574,0.613446828358,37511.0,39147.0,19.8323091881,18.4459531616,35.31,36.77,0.272426634383,0.265077281192,0.314,0.287,3.72670807453,3.71510755378,4.4,4.5,0.176672213817,0.176679006332,0.239,3.97711864407,3.97014423077,4.8,4.8,393.981646489,390.246741155,786.0,901.4,,,20484.0,23439.0,75.3285714286,69.110564629,49.77,73.26,0.557682324455,0.562438547486,0.4,0.391,0.052
1149,0.214911927529,0.219,0.184287377451,0.178976716418,0.223788059701,0.106743341404,0.109,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.9719322034,15.06,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,127.7,73.10625,76.4804776119,0.614020368574,0.55,,,19.8323091881,37.64,16.2010729614,15.3734369396,0.272426634383,0.248,0.262983455882,0.251965970149,3.72670807453,2.6,3.79540441176,3.88,0.176672213817,0.159,0.167535539216,3.97711864407,4.1,3.85306372549,3.95426865672,393.981646489,374.0,384.387438725,391.008661888,,9676.0,,,75.3285714286,37.52,60.6736134969,56.7150089659,0.557682324455,0.496,0.582615196078,0.586505074627,0.0567134328358
1150,0.226,0.226,0.208,0.202,0.219,0.088,0.083,0.091,0.083,21.23,20.23,17.39,21.03,0.217,0.208,17.0,0.11,0.12,104.8,100.7,97.4,97.3,0.6,0.6,39882.0,42658.0,21.63,17.67,16.33,15.78,0.242,0.224,0.226,0.214,4.1,4.1,3.8,3.8,0.159,0.159,0.158,4.1,4.1,4.2,4.2,467.0,433.7,429.2,452.8,9063.0,8681.0,8696.0,8715.0,49.14,37.84,35.63,37.71,0.607,0.599,0.614,0.627,0.043
1151,0.171,0.171,0.186,0.161,0.141,0.085,0.085,0.081,0.084,15.16,16.49,11.88,13.41,0.211,0.221,16.0,0.1,0.1,69.0,71.6,75.1,81.4,0.66,0.66,51653.0,57326.0,15.91,14.97,14.18,14.01,0.246,0.236,0.235,0.215,3.5,3.5,3.2,3.4,0.134,0.134,0.135,3.4,3.4,3.7,3.5,341.0,351.4,352.7,350.8,7032.0,7322.0,7338.0,6962.0,52.1,49.09,41.87,38.11,0.664,0.66,0.658,0.651,0.033
1152,0.176,0.176,0.173,0.171,0.159,0.085,0.086,0.087,0.089,6.92,6.52,5.06,6.01,0.214,0.204,9.0,0.09,0.09,53.7,54.3,54.1,56.9,0.62,0.62,52803.0,55073.0,13.86,12.66,12.31,12.21,0.252,0.238,0.238,0.215,2.7,2.7,2.8,3.0,0.12,0.12,0.128,2.9,2.9,2.9,3.1,308.0,304.5,302.1,306.8,5904.0,5792.0,5815.0,5927.0,63.81,55.76,51.32,46.89,0.695,0.7,0.703,0.705,0.03
1153,0.15,0.15,0.147,0.146,0.12,0.071,0.067,0.072,0.067,9.05,7.59,4.76,5.29,0.232,0.2,9.0,0.09,0.09,46.2,47.5,53.0,54.8,0.63,0.65,51550.0,55813.0,17.46,15.56,14.48,11.47,0.234,0.235,0.243,0.226,2.3,2.3,2.7,2.8,0.103,0.103,0.119,2.6,2.6,2.8,2.9,308.9,275.3,281.8,261.3,5446.0,5013.0,5380.0,5518.0,61.01,57.25,51.64,43.28,0.69,0.707,0.733,0.735,0.024
1154,0.214911927529,0.186,0.184287377451,0.178976716418,0.223788059701,0.106743341404,0.092,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.9719322034,5.67,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,65.9,73.10625,76.4804776119,0.614020368574,0.62,,,19.8323091881,19.26,16.2010729614,15.3734369396,0.272426634383,0.261,0.262983455882,0.251965970149,3.72670807453,2.3,3.79540441176,3.88,0.176672213817,0.082,0.167535539216,3.97711864407,2.4,3.85306372549,3.95426865672,393.981646489,312.5,384.387438725,391.008661888,,5751.0,,,75.3285714286,55.83,60.6736134969,56.7150089659,0.557682324455,0.724,0.582615196078,0.586505074627,0.0567134328358
1155,0.214911927529,0.204,0.184287377451,0.178976716418,0.223788059701,0.106743341404,0.089,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.9719322034,4.68,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,65.0,73.10625,76.4804776119,0.614020368574,0.67,,,19.8323091881,13.66,16.2010729614,15.3734369396,0.272426634383,0.271,0.262983455882,0.251965970149,3.72670807453,2.9,3.79540441176,3.88,0.176672213817,0.135,0.167535539216,3.97711864407,3.2,3.85306372549,3.95426865672,393.981646489,330.2,384.387438725,391.008661888,,6261.0,,,75.3285714286,48.42,60.6736134969,56.7150089659,0.557682324455,0.537,0.582615196078,0.586505074627,0.0567134328358
1156,0.193,0.193,0.174,0.183,0.2,0.084,0.087,0.087,0.088,8.69,7.91,7.01,8.35,0.225,0.223,11.0,0.09,0.09,47.9,49.2,48.7,51.7,0.65,0.64,52842.0,58405.0,8.01,7.34,6.98,7.67,0.244,0.224,0.221,0.193,2.8,2.8,2.9,3.2,0.123,0.123,0.128,3.0,3.0,2.9,2.9,332.9,333.5,329.9,328.4,6380.0,6301.0,6318.0,6259.0,56.4,47.88,44.95,41.32,0.717,0.72,0.72,0.72,0.033
1157,0.214911927529,0.214,0.184287377451,0.178976716418,0.223788059701,0.106743341404,0.113,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.9719322034,7.65,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,90.9,73.10625,76.4804776119,0.614020368574,0.67,,,19.8323091881,23.6,16.2010729614,15.3734369396,0.272426634383,0.296,0.262983455882,0.251965970149,3.72670807453,4.4,3.79540441176,3.88,0.176672213817,0.175,0.167535539216,3.97711864407,3.0,3.85306372549,3.95426865672,393.981646489,359.3,384.387438725,391.008661888,,7065.0,,,75.3285714286,50.61,60.6736134969,56.7150089659,0.557682324455,0.679,0.582615196078,0.586505074627,0.0567134328358
1158,0.168,0.168,0.184287377451,0.178976716418,0.223788059701,0.087,0.085,0.106286151961,0.110588656716,17.1416605392,18.0768537313,3.56,2.72,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,52.8,53.6,73.10625,76.4804776119,0.62,0.63,,,12.97,11.63,16.2010729614,15.3734369396,0.271,0.262,0.262983455882,0.251965970149,2.7,2.7,3.79540441176,3.88,0.144,0.144,0.167535539216,3.1,3.1,3.85306372549,3.95426865672,310.1,303.1,384.387438725,391.008661888,5590.0,5887.0,,,63.83,60.37,60.6736134969,56.7150089659,0.502,0.512,0.582615196078,0.586505074627,0.0567134328358
1159,0.183,0.183,0.163,0.151,0.141,0.07,0.07,0.073,0.076,8.85,8.06,5.65,6.72,0.233,0.229,7.0,0.09,0.09,41.7,42.2,40.3,44.8,0.67,0.67,52011.0,54422.0,7.87,6.87,6.64,6.56,0.201,0.187,0.191,0.172,2.9,2.9,3.0,3.0,0.101,0.101,0.098,2.8,2.8,2.8,2.8,260.5,272.9,268.4,268.7,4880.0,5063.0,5029.0,5109.0,58.41,48.61,44.6,37.06,0.763,0.762,0.754,0.756,0.026
1160,0.162,0.162,0.198,0.173,0.163,0.09,0.095,0.094,0.103,11.11,10.23,5.96,6.72,0.192,0.159,10.0,0.09,0.1,65.2,65.7,64.1,70.1,0.62,0.59,49770.0,53856.0,12.32,13.04,14.22,14.27,0.271,0.252,0.253,0.238,3.1,3.1,2.9,2.9,0.148,0.148,0.137,3.6,3.6,3.2,3.6,331.9,345.8,337.7,341.4,6627.0,7112.0,6956.0,7320.0,78.03,66.65,65.24,67.65,0.681,0.683,0.67,0.678,0.029
1161,0.214911927529,0.176,0.184287377451,0.178976716418,0.223788059701,0.106743341404,0.076,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.9719322034,4.52,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,54.1,73.10625,76.4804776119,0.614020368574,0.62,,,19.8323091881,14.79,16.2010729614,15.3734369396,0.272426634383,0.248,0.262983455882,0.251965970149,3.72670807453,2.2,3.79540441176,3.88,0.176672213817,0.13,0.167535539216,3.97711864407,2.5,3.85306372549,3.95426865672,393.981646489,284.8,384.387438725,391.008661888,,5936.0,,,75.3285714286,44.04,60.6736134969,56.7150089659,0.557682324455,0.666,0.582615196078,0.586505074627,0.0567134328358
1162,0.183,0.21522557122,0.184287377451,0.178976716418,0.223788059701,0.12,0.109341247672,0.106286151961,0.110588656716,17.1416605392,18.0768537313,16.68,14.1665968343,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,85.1,74.629981378,73.10625,76.4804776119,0.56,0.613446828358,,,21.68,18.4459531616,16.2010729614,15.3734369396,0.346,0.265077281192,0.262983455882,0.251965970149,2.8,3.71510755378,3.79540441176,3.88,0.145,0.176679006332,0.167535539216,3.0,3.97014423077,3.85306372549,3.95426865672,404.7,390.246741155,384.387438725,391.008661888,7579.0,,,,84.75,69.110564629,60.6736134969,56.7150089659,0.597,0.562438547486,0.582615196078,0.586505074627,0.0567134328358
1163,0.167,0.167,0.145,0.122,0.075,0.078,0.082,0.074,0.084,5.52,4.64,4.24,5.97,0.22,0.197,5.0,0.08,0.08,32.5,33.9,32.2,34.3,0.59,0.59,74008.0,73856.0,7.91,7.44,6.46,5.86,0.212,0.202,0.204,0.187,2.5,2.5,2.5,2.7,0.1,0.1,0.101,3.0,3.0,2.6,2.8,261.3,247.5,249.7,246.6,4520.0,4354.0,4368.0,4510.0,62.91,53.1,52.68,47.16,0.784,0.785,0.798,0.803,0.028
1164,0.214911927529,0.176,0.184287377451,0.178976716418,0.223788059701,0.106743341404,0.105,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.9719322034,4.28,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,73.9515254237,70.0,73.10625,76.4804776119,0.614020368574,0.54,,,19.8323091881,19.08,16.2010729614,15.3734369396,0.272426634383,0.256,0.262983455882,0.251965970149,3.72670807453,3.9,3.79540441176,3.88,0.176672213817,0.141,0.167535539216,3.97711864407,3.9,3.85306372549,3.95426865672,393.981646489,367.9,384.387438725,391.008661888,,7379.0,,,75.3285714286,57.35,60.6736134969,56.7150089659,0.557682324455,0.62,0.582615196078,0.586505074627,0.0567134328358
1165,0.208,0.208,0.17,0.175,0.216,0.083,0.084,0.103,0.089,20.99,20.87,19.2,20.64,0.176,0.158,14.0,0.12,0.12,69.9,67.6,67.3,69.3,0.56,0.56,51487.0,52544.0,13.85,11.75,10.74,10.19,0.224,0.207,0.209,0.208,3.7,3.7,3.4,3.9,0.173,0.173,0.183,3.7,3.7,3.6,3.9,369.5,361.9,360.7,360.5,7252.0,7065.0,7036.0,6971.0,57.34,51.97,45.66,42.39,0.554,0.555,0.562,0.569,0.067
1166,0.235,0.235,0.183,0.186,0.193,0.091,0.099,0.102,0.095,24.85,26.3,20.74,24.74,0.182,0.186,20.0,0.12,0.12,107.4,97.6,87.0,84.9,0.59,0.54,46840.0,54134.0,27.07,25.89,20.81,17.52,0.262,0.246,0.243,0.234,3.9,3.9,3.8,4.3,0.136,0.136,0.173,4.0,4.0,4.2,4.2,442.8,435.9,414.9,394.6,8757.0,8979.0,8152.0,7710.0,101.09,86.08,72.84,62.57,0.577,0.593,0.567,0.557,0.07
1167,0.21,0.21,0.176,0.169,0.226,0.085,0.087,0.106,0.092,20.79,20.65,19.39,20.44,0.17,0.158,13.0,0.12,0.12,65.6,62.7,62.6,64.5,0.54,0.54,51241.0,51624.0,12.51,10.61,9.78,9.34,0.237,0.217,0.217,0.216,3.8,3.8,3.6,3.8,0.179,0.179,0.178,3.7,3.7,3.8,3.9,366.5,357.5,355.0,354.5,7168.0,6933.0,6855.0,6825.0,58.49,51.73,45.21,42.07,0.548,0.548,0.555,0.564,0.068
1168,0.178,0.178,0.153,0.147,0.152,0.081,0.084,0.103,0.08,16.94,18.26,17.97,19.44,0.192,0.174,16.0,0.11,0.1,80.8,82.1,77.9,78.3,0.66,0.64,60322.0,63620.0,16.44,13.67,11.84,10.6,0.167,0.159,0.16,0.17,3.8,3.8,3.5,3.9,0.148,0.148,0.125,3.7,3.7,3.5,3.9,289.4,248.7,260.6,280.4,6125.0,5176.0,5680.0,6265.0,40.01,33.66,35.05,31.77,0.699,0.693,0.696,0.666,0.068
1169,0.243,0.243,0.184,0.186,0.126,0.077,0.081,0.084,0.081,10.87,12.1,8.87,11.5,0.225,0.205,23.0,0.11,0.11,76.8,82.2,76.3,75.6,0.49,0.53,72648.0,76518.0,19.88,19.46,18.82,15.21,0.211,0.201,0.209,0.214,3.5,3.5,3.6,4.1,0.181,0.181,0.16,4.2,4.2,3.6,3.9,377.0,360.7,376.3,349.0,7291.0,7175.0,7646.0,6970.0,65.19,73.25,71.53,69.11,0.554,0.56,0.559,0.585,0.052
1170,0.216,0.216,0.184287377451,0.178976716418,0.223788059701,0.071,0.071,0.106286151961,0.110588656716,17.1416605392,18.0768537313,12.75,17.6,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,102.7,111.4,73.10625,76.4804776119,0.48,0.44,,,37.34,31.68,16.2010729614,15.3734369396,0.215,0.202,0.262983455882,0.251965970149,4.1,4.1,3.79540441176,3.88,0.145,0.145,0.167535539216,4.0,4.0,3.85306372549,3.95426865672,406.7,417.4,384.387438725,391.008661888,8758.0,9382.0,,,60.15,54.72,60.6736134969,56.7150089659,0.511,0.503,0.582615196078,0.586505074627,0.0567134328358
1171,0.249,0.249,0.174,0.184,0.226,0.096,0.096,0.107,0.093,18.1,16.67,13.28,14.14,0.178,0.171,25.0,0.13,0.13,80.8,82.2,83.9,95.7,0.55,0.55,48576.0,51934.0,21.37,18.57,17.66,18.19,0.259,0.248,0.276,0.269,4.4,4.4,3.8,4.5,0.161,0.161,0.17,4.1,4.1,4.1,4.6,387.6,396.8,405.5,420.4,7103.0,7949.0,8498.0,8307.0,66.73,55.38,48.82,40.98,0.53,0.538,0.565,0.545,0.094
1172,0.267,0.267,0.184287377451,0.178976716418,0.223788059701,0.12,0.107,0.106286151961,0.110588656716,17.1416605392,18.0768537313,32.51,36.02,0.167385416667,0.168248358209,13.0742331288,0.118764179104,0.118531343284,133.0,140.0,73.10625,76.4804776119,0.55,0.48,,,53.19,36.02,16.2010729614,15.3734369396,0.305,0.284,0.262983455882,0.251965970149,4.3,4.3,3.79540441176,3.88,0.191,0.191,0.167535539216,4.5,4.5,3.85306372549,3.95426865672,538.2,585.0,384.387438725,391.008661888,10373.0,12736.0,,,152.43,153.24,60.6736134969,56.7150089659,0.379,0.447,0.582615196078,0.586505074627,0.0567134328358
1173,0.263,0.263,0.184,0.188,0.286,0.109,0.104,0.135,0.125,30.58,28.33,29.98,31.71,0.156,0.146,23.0,0.13,0.12,128.9,129.6,123.5,115.8,0.51,0.48,42881.0,43819.0,44.8,34.65,29.12,24.85,0.292,0.283,0.294,0.297,4.7,4.7,4.0,4.6,0.198,0.198,0.189,5.4,5.4,4.5,4.4,539.9,552.3,533.4,534.5,12332.0,12023.0,11219.0,10984.0,58.66,56.73,51.11,56.41,0.392,0.412,0.447,0.475,0.087
1174,0.183,0.183,0.16,0.171,0.183,0.069,0.068,0.086,0.071,23.09,21.73,19.59,22.65,0.214,0.213,15.0,0.12,0.11,72.9,71.8,72.1,73.7,0.63,0.64,52862.0,56457.0,11.38,9.63,8.81,8.72,0.161,0.157,0.161,0.16,3.5,3.5,3.7,4.0,0.153,0.153,0.163,3.6,3.6,3.7,3.8,359.9,357.5,358.1,354.6,7100.0,6962.0,7063.0,6959.0,49.18,47.24,40.95,37.66,0.606,0.607,0.606,0.611,0.062
1175,0.2,0.2,0.174,0.183,0.193,0.084,0.087,0.092,0.092,33.19,33.44,24.0,27.56,0.207,0.198,22.0,0.11,0.11,123.0,122.5,111.7,113.9,0.47,0.45,57243.0,54975.0,33.0,29.01,24.47,27.15,0.261,0.239,0.26,0.242,2.6,2.6,3.6,3.9,0.201,0.201,0.15,5.4,5.4,3.7,3.7,449.6,452.6,431.3,474.3,9773.0,10954.0,9488.0,9418.0,69.61,62.68,55.65,54.33,0.448,0.444,0.468,0.43,0.054
1176,0.214,0.214,0.173,0.169,0.231,0.09,0.088,0.105,0.082,20.19,31.88,19.03,17.56,0.195,0.171,23.0,0.12,0.12,67.2,70.5,78.2,99.9,0.6,0.63,45639.0,47015.0,12.34,9.56,9.85,11.2,0.187,0.179,0.174,0.172,3.3,3.3,3.9,4.2,0.177,0.177,0.181,3.6,3.6,4.1,4.4,392.2,402.4,417.8,461.6,7390.0,7511.0,8103.0,8130.0,56.93,52.77,49.01,43.87,0.488,0.501,0.525,0.537,0.073
1177,0.167,0.167,0.175,0.159,0.11,0.086,0.091,0.088,0.094,17.88,24.09,11.52,12.73,0.189,0.184,8.0,0.12,0.1,53.1,56.9,58.9,68.4,0.71,0.71,66469.0,70003.0,10.26,9.25,9.31,8.45,0.217,0.206,0.208,0.199,3.3,3.3,3.6,3.7,0.114,0.114,0.13,3.2,3.2,3.1,3.3,281.9,280.8,280.1,290.3,5267.0,5275.0,5352.0,5537.0,58.19,50.74,46.27,44.8,0.672,0.677,0.682,0.688,0.034
1178,0.181,0.181,0.16,0.161,0.135,0.094,0.098,0.103,0.106,14.38,23.19,16.86,17.09,0.181,0.192,9.0,0.11,0.09,70.8,68.8,72.4,74.9,0.71,0.7,59831.0,63377.0,10.21,9.5,9.97,9.01,0.21,0.217,0.223,0.226,3.6,3.6,3.4,3.5,0.123,0.123,0.119,3.1,3.1,3.0,3.2,320.5,283.1,283.4,301.8,6086.0,5142.0,5584.0,6081.0,42.15,41.24,42.06,47.44,0.591,0.624,0.621,0.618,0.033
1179,0.178,0.178,0.163,0.142,0.177,0.097,0.099,0.106,0.101,14.74,21.8,13.86,15.27,0.173,0.194,11.0,0.11,0.09,85.8,75.0,81.4,81.3,0.75,0.7,57556.0,54351.0,20.48,15.57,15.56,13.51,0.205,0.201,0.191,0.186,3.4,3.4,3.4,3.5,0.129,0.129,0.116,3.2,3.2,3.4,3.1,288.0,274.2,256.0,278.2,6264.0,5893.0,5132.0,5000.0,54.01,47.95,45.24,43.47,0.592,0.615,0.633,0.635,0.036
1180,0.172,0.172,0.172,0.149,0.14,0.091,0.088,0.091,0.09,19.17,16.62,8.87,12.2,0.195,0.192,8.0,0.11,0.09,62.5,69.8,73.3,69.0,0.7,0.71,56008.0,60339.0,12.94,12.75,15.0,10.62,0.201,0.198,0.201,0.2,3.5,3.5,3.6,3.8,0.132,0.132,0.12,3.6,3.6,3.1,3.0,294.8,307.3,304.4,284.8,5683.0,5519.0,5795.0,5575.0,52.48,35.18,34.55,43.46,0.595,0.624,0.638,0.653,0.032
1181,0.215,0.215,0.186,0.168,0.234,0.103,0.115,0.115,0.123,22.98,31.62,12.35,13.79,0.18,0.166,16.0,0.12,0.11,92.6,88.1,80.3,97.7,0.69,0.68,42491.0,40286.0,16.19,14.65,14.33,14.16,0.283,0.274,0.259,0.264,4.8,4.8,3.7,3.8,0.181,0.181,0.141,4.3,4.3,3.5,3.9,376.1,374.0,360.5,379.6,7612.0,7407.0,7193.0,7683.0,65.25,57.09,59.81,55.47,0.511,0.545,0.551,0.574,0.047
1182,0.168,0.168,0.172,0.152,0.149,0.086,0.087,0.085,0.088,12.29,14.89,7.66,8.39,0.183,0.191,9.0,0.11,0.1,55.0,57.5,56.8,69.2,0.71,0.73,56353.0,57827.0,11.25,10.81,10.45,8.64,0.192,0.179,0.183,0.195,3.4,3.4,3.5,3.6,0.105,0.105,0.118,3.2,3.2,3.3,3.7,265.4,270.0,274.5,268.5,4956.0,4955.0,4976.0,5106.0,48.57,43.13,38.23,40.12,0.666,0.674,0.664,0.683,0.029
